,target
337,-34.91952180864653
338,88.60430450935064
339,-83.36640783326267
340,-202.2267635704129
341,158.2156087215396
342,-93.14733956099165
343,65.97797824445362
344,125.51090099650412
345,30.70418909251365
346,-175.22004903944256
347,-33.705850802365354
348,-47.956659605527136
349,-117.02337221674279
350,12.268387869135557
351,-88.14170522344055
352,-38.98848603201794
353,-163.41513990495514
354,-218.45931983403122
355,5.511392420638679
356,-205.94485782378425
357,185.71289132978455
358,-9.25416874694945
359,18.071234913309652
360,32.797347362772854
361,241.08443340811095
362,-27.385133311708962
363,134.02968645642397
364,57.394613499641665
365,10.536625365823385
366,-86.50714326258723
367,-9.660995084198786
368,223.42489390594525
369,-14.704687083087853
370,-137.92197834570678
371,-50.511699619940345
372,-93.68001614284525
373,8.81441849409977
374,-14.60618534480207
375,-62.8501161530193
376,-16.468871940226805
377,-172.95915044891714
378,-122.78882504284563
379,45.27233695091946
380,-37.314344067939786
381,-157.43508647360403
382,87.4988424143856
383,-0.3238453003002202
384,133.25234520664432
385,-47.16976940116466
386,2.571653237070458
387,174.21998053768746
388,170.92351813182123
389,46.43110350515328
390,-26.723848717330807
391,59.62662797384377
392,111.6529957427913
393,-36.50458162632608
394,-69.13416825886782
395,-81.9864949594979
396,-186.03210012559438
397,125.28962724321477
398,65.36682751559586
399,57.056622140359835
