Id,Salesprice
1234.0,100.74813079833984
1235.0,36.908103942871094
1236.0,81.1606674194336
1237.0,165.9114227294922
1238.0,267.45269775390625
1239.0,163.80470275878906
1240.0,251.4463348388672
1241.0,216.79254150390625
1242.0,288.39166259765625
1243.0,144.16964721679688
1244.0,347.5068054199219
1245.0,90.79150390625
1246.0,197.78273010253906
1247.0,248.6549530029297
1248.0,103.5937728881836
1249.0,75.11891174316406
1250.0,42.20220947265625
1251.0,221.99749755859375
1252.0,256.08740234375
1253.0,42.93769454956055
1254.0,202.28521728515625
1255.0,222.46250915527344
1256.0,48.0731315612793
1257.0,268.5610046386719
1258.0,27.260765075683594
1259.0,191.68028259277344
1260.0,93.71318817138672
1261.0,172.4783172607422
1262.0,43.91355895996094
1263.0,177.3784637451172
1264.0,71.68368530273438
1265.0,185.48797607421875
1266.0,196.1833953857422
1267.0,22.052942276000977
1268.0,321.7449035644531
1269.0,219.95057678222656
1270.0,28.563438415527344
1271.0,180.8251495361328
1272.0,102.7535171508789
1273.0,68.99478149414062
1274.0,212.7840118408203
1275.0,82.28633117675781
1276.0,63.40802764892578
1277.0,138.0896453857422
1278.0,150.27479553222656
1279.0,253.89450073242188
1280.0,2.9025301933288574
1281.0,229.9345245361328
1282.0,179.66067504882812
1283.0,108.41272735595703
1284.0,118.3418960571289
1285.0,125.01680755615234
1286.0,20.46536636352539
1287.0,103.11986541748047
1288.0,121.63052368164062
1289.0,309.3526611328125
1290.0,286.8966064453125
1291.0,97.56343841552734
1292.0,40.28669738769531
1293.0,34.29703140258789
1294.0,148.66505432128906
1295.0,48.59968948364258
1296.0,85.8293685913086
1297.0,70.63140869140625
1298.0,162.0946502685547
1299.0,317.6246337890625
1300.0,167.54293823242188
1301.0,225.1732635498047
1302.0,84.7787857055664
1303.0,252.93467712402344
1304.0,286.26153564453125
1305.0,165.2760467529297
1306.0,311.72705078125
1307.0,270.37640380859375
1308.0,64.28801727294922
1309.0,101.59827423095703
1310.0,187.25527954101562
1311.0,277.565673828125
1312.0,194.9584503173828
1313.0,265.910400390625
1314.0,291.38623046875
1315.0,68.99492645263672
1316.0,167.43080139160156
1317.0,295.9119567871094
1318.0,218.86380004882812
1319.0,283.0924377441406
1320.0,39.318206787109375
1321.0,132.22434997558594
1322.0,20.32259750366211
1323.0,236.02720642089844
1324.0,4.964409828186035
1325.0,308.49505615234375
1326.0,19.159725189208984
1327.0,18.533588409423828
1328.0,75.81134796142578
1329.0,154.78097534179688
1330.0,239.0072784423828
1331.0,301.0794677734375
1332.0,77.20758819580078
1333.0,63.64396286010742
1334.0,113.4961166381836
1335.0,46.929931640625
1336.0,117.83118438720703
1337.0,111.7518539428711
1338.0,18.799800872802734
1339.0,227.1413116455078
1340.0,59.57574462890625
1341.0,33.71492385864258
1342.0,110.53353881835938
1343.0,273.3958435058594
1344.0,48.59400177001953
1345.0,196.78562927246094
1346.0,32.805885314941406
1347.0,240.8112030029297
1348.0,294.041748046875
1349.0,239.0806121826172
1350.0,110.72447204589844
1351.0,97.8101577758789
1352.0,124.11736297607422
1353.0,47.43117904663086
1354.0,265.15960693359375
1355.0,240.99395751953125
1356.0,181.23826599121094
1357.0,37.96396255493164
1358.0,105.54712677001953
1359.0,192.0990753173828
1360.0,336.557861328125
1361.0,187.69091796875
1362.0,294.1925048828125
1363.0,108.40399932861328
1364.0,213.8622283935547
1365.0,189.1958770751953
1366.0,236.25132751464844
1367.0,232.7700653076172
1368.0,106.42105102539062
1369.0,142.48019409179688
1370.0,236.7478790283203
1371.0,28.322647094726562
1372.0,243.5501251220703
1373.0,274.37066650390625
1374.0,320.38262939453125
1375.0,291.4922180175781
1376.0,293.84912109375
1377.0,6.315509796142578
1378.0,62.73534393310547
1379.0,19.239437103271484
1380.0,163.4104461669922
1381.0,30.373897552490234
1382.0,172.7210235595703
1383.0,27.444541931152344
1384.0,99.7567367553711
1385.0,22.402135848999023
1386.0,79.820556640625
1387.0,214.14756774902344
1388.0,49.100433349609375
1389.0,295.1825256347656
1390.0,39.463218688964844
1391.0,249.9176483154297
1392.0,70.63886260986328
1393.0,68.7522964477539
1394.0,105.66614532470703
1395.0,284.77618408203125
1396.0,310.8873596191406
1397.0,60.5502815246582
1398.0,126.95992279052734
1399.0,133.04234313964844
1400.0,141.8560028076172
1401.0,46.400146484375
1402.0,220.45062255859375
1403.0,210.841552734375
1404.0,226.92137145996094
1405.0,32.95581817626953
1406.0,281.6976013183594
1407.0,92.25798034667969
1408.0,54.34261703491211
1409.0,44.72906494140625
1410.0,196.96163940429688
1411.0,217.33790588378906
1412.0,160.05087280273438
1413.0,33.14423370361328
1414.0,291.62335205078125
1415.0,173.11062622070312
1416.0,255.3205108642578
1417.0,8.791446685791016
1418.0,271.761474609375
1419.0,38.768035888671875
1420.0,184.65623474121094
1421.0,88.9823989868164
1422.0,126.16291809082031
1423.0,138.25767517089844
1424.0,108.7737808227539
1425.0,60.316139221191406
1426.0,119.59207916259766
1427.0,264.45452880859375
1428.0,52.70989990234375
1429.0,54.87391662597656
1430.0,147.26419067382812
1431.0,244.75685119628906
1432.0,94.35021209716797
1433.0,41.460044860839844
1434.0,220.6352081298828
1435.0,98.5348892211914
1436.0,226.32566833496094
1437.0,46.52611541748047
1438.0,335.9858703613281
1439.0,110.99359130859375
1440.0,122.15337371826172
1441.0,153.21141052246094
1442.0,152.7395477294922
1443.0,326.9485778808594
1444.0,39.9869384765625
1445.0,220.66285705566406
1446.0,17.22109603881836
1447.0,83.31734466552734
1448.0,253.10487365722656
1449.0,91.16809844970703
1450.0,15.434082984924316
1451.0,112.70358276367188
1452.0,309.416015625
1453.0,159.38658142089844
1454.0,128.26686096191406
1455.0,176.43162536621094
1456.0,235.9164581298828
1457.0,166.37054443359375
1458.0,249.60595703125
1459.0,114.54180145263672
1460.0,87.48148345947266
